,TEXT
278,　　评论ty_126888028：建议对一些比较富裕的农民征税，将这些钱用于提高老农民的养老金。
279,　　评论ty_126888028：建议降低大中小学教师的退休金，但是理工科和医科的大学教师不降低，将省下的钱用来提高农民的养老金。
280,　　看题目还以为说公务员呢
281,　　这个帖子什么意思，把农民和工人对立起来？农民和工人对国家的贡献是相同的　　
282,　　本来就是这么不公平和充满无奈。　　我父亲当时从体制内的学校到企业工作，上班的时候工资差不多，都是拿差不多级别的工资，退休后才发现退休工资天差地别，可能只能拿到以前学校同事的一半。当学校的人退休拿到在职工资的80%到90%左右的时候，我爸才拿到一两千元钱。多么痛的教训啊。　　我是上班的时候就开始有买社保这回事了，但是我上班初期才几百元的工资，这么多年下来，钱越来越不值钱了，交的社保算下来可能就能拿个城市最低工资标准了。能养老吗?养不了。养老还得靠自己。　　而且养老保险一直在说缺口大，还要延迟退休，听得人害怕，特别是我们这些40岁以上的人，然而又能怎样呢。　　农村人可以享受养老保险，我听到后也是抗拒的，我交了那么多年社保，政府一直说缺口大，还要在大家的社保这么困难的情况下，去承担农村人的退休工资。钱从哪里来呢?还不是从我们这些本本份份交着社保的人身上来。羊毛出在羊身上。　　但是你觉得不爽有什么用呢，政府干的是对农村人有利的事情，多少人拍手叫好啊。　　只能劝你，趁着年轻多赚钱，有如果有可能，买房养老，房子这个东西一涨再涨，涨了卖出去，差价都可能过得不错了。　　
283,　　以前的确对农民不公，现在不是反过来了吗，农村户口比一般的城市户口值钱了。
284,　　发帖人居心叵测，把贡献最大，获取最少的两个群体对立起来　　
285,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　@风过耳畔2017-05-2514:09:58　　养老金制度，实际是拿你自己的收入养老。　　比如你正年富力强的时候，把你的一部分收入（公司缴纳的部分也应该计算为你的劳动所得）收集起来，当你不能劳动的时候，作为生活的保障。　　而农民为什么不能拿退休金呢？就是因为没有为社保基金做贡献。　　-----------------------------　　国家为啥强制拿我的钱？为啥建立这个养老制度？个人赚钱个人攒钱个人养老，岂不是更公平？
286,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　@风过耳畔2017-05-2514:09:58　　养老金制度，实际是拿你自己的收入养老。　　比如你正年富力强的时候，把你的一部分收入（公司缴纳的部分也应该计算为你的劳动所得）收集起来，当你不能劳动的时候，作为生活的保障。　　而农民为什么不能拿退休金呢？就是因为没有为社保基金做贡献。　　-----------------------------　　@wenjuan08082017-05-2914:58:21　　国家为啥强制拿我的钱？为啥建立这个养老制度？个人赚钱个人攒钱个人养老，岂不是更公平？　　-----------------------------　　国家不仅强制你缴纳社保基金，也强制雇你的企业也要缴纳社保基金。　　个人赚钱攒钱养老并不能保障你养老。　　比如20年前的人均工资是200元，撑天你拿出40元用来投资理财用于养老，你现在每月拿着200元，如何保障你的养老呢？
287,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　你要从大的方面看，社保基金也只是一个制度而已，只不过少部分人当年享受到了这个制度，农村却没有这个制度！你当年自己缴纳的钱和现在国家发给你的钱比起来少的多！但是，同为中国人，农民为国家的崛起也做出过巨大贡献，党旗上的镰刀不是白画的！你总是非要拿缴纳或者没有缴纳社保来说事，你这是一个机会主义观！因为现在看来只是少部分投机分子当年抓住了这个机会而已！　　
288,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　国家现在有这个养老保险政策了，你去看看农村有多少人没有缴纳？我父母亲和他们那一辈的都缴纳了！　　
289,　　大家都关心
290,　　@风过耳畔2017-05-2513:51:37　　美国普通民众的退休金是SocialSecurityRetirementBenefits（社保退休福利），平时工作要交社保税，个人交收入的6.20%，公司也交同样的比例，如果是自雇的话，个人要交12.40%。　　美国现在正常退休年龄是66岁，但1960年后出生的是67岁。获取退休金必须积攒40点，每1130收入算一点，但每年最多四点，这样至少要工作十年。如果配偶不工作或不符合工作年限要求，也可以领取少量退休金。如果配偶死亡，配偶对方（必须到退休......　　-----------------------------　　原来交公粮算什么？
